instant,dteday,season,year,month,hour,holiday,day,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,count,activity_cluster
2010,2011-03-29,Summer,2011,Mar,14,0,Tue,Weekday,Clear,0.36,0.3333,0.25,0.2537,20,66,86,Medium Activity
2011,2011-03-29,Summer,2011,Mar,15,0,Tue,Weekday,Clear,0.38,0.3939,0.25,0.2239,22,65,87,Medium Activity
2012,2011-03-29,Summer,2011,Mar,16,0,Tue,Weekday,Clear,0.38,0.3939,0.22,0.1642,12,124,136,Medium Activity
2013,2011-03-29,Summer,2011,Mar,17,0,Tue,Weekday,Clear,0.4,0.4091,0.2,0.1343,34,265,299,High Activity
2014,2011-03-29,Summer,2011,Mar,18,0,Tue,Weekday,Clear,0.36,0.3636,0.21,0.0896,42,252,294,High Activity
2015,2011-03-29,Summer,2011,Mar,19,0,Tue,Weekday,Clear,0.34,0.3333,0.23,0.194,20,170,190,Medium Activity
2016,2011-03-29,Summer,2011,Mar,20,0,Tue,Weekday,Clear,0.36,0.3636,0.21,0.0896,13,119,132,Medium Activity
2017,2011-03-29,Summer,2011,Mar,21,0,Tue,Weekday,Clear,0.34,0.3636,0.42,0.0,8,75,83,Medium Activity
2018,2011-03-29,Summer,2011,Mar,22,0,Tue,Weekday,Clear,0.34,0.3636,0.49,0.0,6,49,55,Medium Activity
2019,2011-03-29,Summer,2011,Mar,23,0,Tue,Weekday,Misty,0.32,0.3333,0.57,0.1045,8,27,35,Low Activity
2020,2011-03-30,Summer,2011,Mar,0,0,Wed,Weekday,Misty,0.32,0.3485,0.57,0.0,3,8,11,Low Activity
2021,2011-03-30,Summer,2011,Mar,1,0,Wed,Weekday,Clear,0.32,0.3485,0.39,0.0,1,9,10,Low Activity
2022,2011-03-30,Summer,2011,Mar,2,0,Wed,Weekday,Misty,0.32,0.3485,0.57,0.0,0,4,4,Low Activity
2023,2011-03-30,Summer,2011,Mar,3,0,Wed,Weekday,Misty,0.32,0.3485,0.49,0.0,0,4,4,Low Activity
2024,2011-03-30,Summer,2011,Mar,4,0,Wed,Weekday,Misty,0.32,0.3485,0.57,0.0,1,0,1,Low Activity
2025,2011-03-30,Summer,2011,Mar,5,0,Wed,Weekday,Misty,0.3,0.2879,0.56,0.194,0,7,7,Low Activity
2026,2011-03-30,Summer,2011,Mar,6,0,Wed,Weekday,Misty,0.3,0.303,0.49,0.1343,4,44,48,Medium Activity
2027,2011-03-30,Summer,2011,Mar,7,0,Wed,Weekday,Misty,0.32,0.3333,0.45,0.1045,8,128,136,Medium Activity
2028,2011-03-30,Summer,2011,Mar,8,0,Wed,Weekday,Misty,0.32,0.3182,0.49,0.1642,16,247,263,Medium Activity
2029,2011-03-30,Summer,2011,Mar,9,0,Wed,Weekday,Misty,0.32,0.303,0.45,0.2239,7,147,154,Medium Activity
2030,2011-03-30,Summer,2011,Mar,10,0,Wed,Weekday,Misty,0.34,0.3182,0.46,0.2239,13,51,64,Medium Activity
2031,2011-03-30,Summer,2011,Mar,11,0,Wed,Weekday,Misty,0.34,0.3182,0.46,0.2537,26,64,90,Medium Activity
2032,2011-03-30,Summer,2011,Mar,12,0,Wed,Weekday,Misty,0.34,0.3333,0.46,0.1642,15,65,80,Medium Activity
2033,2011-03-30,Summer,2011,Mar,13,0,Wed,Weekday,Misty,0.36,0.3485,0.46,0.2239,14,84,98,Medium Activity
2034,2011-03-30,Summer,2011,Mar,14,0,Wed,Weekday,Misty,0.36,0.3333,0.46,0.2985,16,64,80,Medium Activity
2035,2011-03-30,Summer,2011,Mar,15,0,Wed,Weekday,Light_rain,0.28,0.2576,0.81,0.2985,14,56,70,Medium Activity
2036,2011-03-30,Summer,2011,Mar,16,0,Wed,Weekday,Light_rain,0.28,0.2727,0.87,0.2537,0,36,36,Low Activity
2037,2011-03-30,Summer,2011,Mar,17,0,Wed,Weekday,Light_rain,0.26,0.2727,0.93,0.1045,11,105,116,Medium Activity
2038,2011-03-30,Summer,2011,Mar,18,0,Wed,Weekday,Misty,0.26,0.2576,0.93,0.2239,6,79,85,Medium Activity
2039,2011-03-30,Summer,2011,Mar,19,0,Wed,Weekday,Misty,0.26,0.2576,0.93,0.2239,5,67,72,Medium Activity
2040,2011-03-30,Summer,2011,Mar,20,0,Wed,Weekday,Light_rain,0.24,0.2121,0.93,0.2985,4,40,44,Medium Activity
2041,2011-03-30,Summer,2011,Mar,21,0,Wed,Weekday,Misty,0.24,0.2273,0.93,0.2537,0,27,27,Low Activity
2042,2011-03-30,Summer,2011,Mar,22,0,Wed,Weekday,Light_rain,0.24,0.2273,0.93,0.2239,3,21,24,Low Activity
2043,2011-03-30,Summer,2011,Mar,23,0,Wed,Weekday,Light_rain,0.24,0.2121,0.93,0.2836,1,11,12,Low Activity
2044,2011-03-31,Summer,2011,Mar,0,0,Thu,Weekday,Light_rain,0.24,0.2273,0.93,0.2239,0,3,3,Low Activity
2045,2011-03-31,Summer,2011,Mar,1,0,Thu,Weekday,Light_rain,0.24,0.2273,0.93,0.194,1,4,5,Low Activity
2046,2011-03-31,Summer,2011,Mar,2,0,Thu,Weekday,Light_rain,0.24,0.2273,0.93,0.194,0,5,5,Low Activity
2047,2011-03-31,Summer,2011,Mar,3,0,Thu,Weekday,Light_rain,0.24,0.2273,0.93,0.2239,0,1,1,Low Activity
2048,2011-03-31,Summer,2011,Mar,4,0,Thu,Weekday,Light_rain,0.24,0.2273,0.93,0.2537,0,2,2,Low Activity
2049,2011-03-31,Summer,2011,Mar,5,0,Thu,Weekday,Light_rain,0.24,0.2273,0.93,0.2239,0,8,8,Low Activity
2050,2011-03-31,Summer,2011,Mar,6,0,Thu,Weekday,Light_rain,0.24,0.2121,0.93,0.2985,2,34,36,Low Activity
2051,2011-03-31,Summer,2011,Mar,7,0,Thu,Weekday,Light_rain,0.24,0.2273,0.93,0.2537,5,87,92,Medium Activity
2052,2011-03-31,Summer,2011,Mar,8,0,Thu,Weekday,Misty,0.24,0.2273,1.0,0.2537,7,185,192,Medium Activity
2053,2011-03-31,Summer,2011,Mar,9,0,Thu,Weekday,Light_rain,0.26,0.2424,0.93,0.2537,6,126,132,Medium Activity
2054,2011-03-31,Summer,2011,Mar,10,0,Thu,Weekday,Light_rain,0.26,0.2424,0.93,0.2537,15,54,69,Medium Activity
2055,2011-03-31,Summer,2011,Mar,11,0,Thu,Weekday,Light_rain,0.28,0.2727,0.93,0.194,6,52,58,Medium Activity
2056,2011-03-31,Summer,2011,Mar,12,0,Thu,Weekday,Light_rain,0.28,0.2727,0.93,0.194,17,73,90,Medium Activity
2057,2011-03-31,Summer,2011,Mar,13,0,Thu,Weekday,Light_rain,0.3,0.303,0.87,0.1343,13,55,68,Medium Activity
2058,2011-03-31,Summer,2011,Mar,14,0,Thu,Weekday,Light_rain,0.3,0.303,0.87,0.1343,27,49,76,Medium Activity
2059,2011-03-31,Summer,2011,Mar,15,0,Thu,Weekday,Light_rain,0.3,0.2727,0.87,0.2985,4,61,65,Medium Activity
2060,2011-03-31,Summer,2011,Mar,16,0,Thu,Weekday,Misty,0.3,0.2879,0.87,0.2537,13,72,85,Medium Activity
2061,2011-03-31,Summer,2011,Mar,17,0,Thu,Weekday,Misty,0.3,0.2879,0.87,0.2537,15,153,168,Medium Activity
2062,2011-03-31,Summer,2011,Mar,18,0,Thu,Weekday,Misty,0.3,0.303,0.87,0.1343,12,165,177,Medium Activity
2063,2011-03-31,Summer,2011,Mar,19,0,Thu,Weekday,Misty,0.3,0.303,0.87,0.1343,12,118,130,Medium Activity
2064,2011-03-31,Summer,2011,Mar,20,0,Thu,Weekday,Light_rain,0.28,0.2576,0.93,0.2836,6,79,85,Medium Activity
2065,2011-03-31,Summer,2011,Mar,21,0,Thu,Weekday,Misty,0.28,0.2727,0.93,0.1642,7,53,60,Medium Activity
2066,2011-03-31,Summer,2011,Mar,22,0,Thu,Weekday,Light_rain,0.28,0.2727,0.93,0.2537,7,44,51,Medium Activity
2067,2011-03-31,Summer,2011,Mar,23,0,Thu,Weekday,Light_rain,0.26,0.2576,1.0,0.1642,4,23,27,Low Activity
2068,2011-04-01,Summer,2011,Apr,0,0,Fri,Weekday,Light_rain,0.26,0.2576,1.0,0.1642,0,6,6,Low Activity
2069,2011-04-01,Summer,2011,Apr,1,0,Fri,Weekday,Light_rain,0.26,0.2576,1.0,0.1642,0,4,4,Low Activity
2070,2011-04-01,Summer,2011,Apr,2,0,Fri,Weekday,Light_rain,0.26,0.2576,0.93,0.194,0,7,7,Low Activity
2071,2011-04-01,Summer,2011,Apr,3,0,Fri,Weekday,Misty,0.24,0.2273,0.93,0.2537,0,4,4,Low Activity
2072,2011-04-01,Summer,2011,Apr,4,0,Fri,Weekday,Misty,0.24,0.2273,0.93,0.2537,0,3,3,Low Activity
2073,2011-04-01,Summer,2011,Apr,5,0,Fri,Weekday,Light_rain,0.24,0.2273,0.93,0.2239,1,11,12,Low Activity
2074,2011-04-01,Summer,2011,Apr,6,0,Fri,Weekday,Light_rain,0.24,0.2273,0.93,0.2239,2,26,28,Low Activity
2075,2011-04-01,Summer,2011,Apr,7,0,Fri,Weekday,Light_rain,0.24,0.2424,0.93,0.0,4,91,95,Medium Activity
2076,2011-04-01,Summer,2011,Apr,8,0,Fri,Weekday,Misty,0.26,0.2424,0.87,0.2537,8,198,206,Medium Activity
2077,2011-04-01,Summer,2011,Apr,9,0,Fri,Weekday,Clear,0.32,0.2879,0.7,0.3582,11,162,173,Medium Activity
2078,2011-04-01,Summer,2011,Apr,10,0,Fri,Weekday,Clear,0.32,0.303,0.66,0.2836,12,63,75,Medium Activity
2079,2011-04-01,Summer,2011,Apr,11,0,Fri,Weekday,Clear,0.32,0.2879,0.61,0.3582,17,72,89,Medium Activity
2080,2011-04-01,Summer,2011,Apr,12,0,Fri,Weekday,Clear,0.34,0.303,0.53,0.3582,15,80,95,Medium Activity
2081,2011-04-01,Summer,2011,Apr,13,0,Fri,Weekday,Clear,0.36,0.3333,0.5,0.3582,18,92,110,Medium Activity
2082,2011-04-01,Summer,2011,Apr,14,0,Fri,Weekday,Misty,0.36,0.3333,0.46,0.3582,26,61,87,Medium Activity
2083,2011-04-01,Summer,2011,Apr,15,0,Fri,Weekday,Clear,0.34,0.303,0.46,0.4179,30,81,111,Medium Activity
2084,2011-04-01,Summer,2011,Apr,16,0,Fri,Weekday,Clear,0.34,0.303,0.46,0.4179,42,125,167,Medium Activity
2085,2011-04-01,Summer,2011,Apr,17,0,Fri,Weekday,Clear,0.34,0.303,0.46,0.3284,36,245,281,Medium Activity
2086,2011-04-01,Summer,2011,Apr,18,0,Fri,Weekday,Clear,0.34,0.303,0.46,0.3284,36,205,241,Medium Activity
2087,2011-04-01,Summer,2011,Apr,19,0,Fri,Weekday,Clear,0.34,0.303,0.49,0.3284,16,120,136,Medium Activity
2088,2011-04-01,Summer,2011,Apr,20,0,Fri,Weekday,Clear,0.32,0.3182,0.53,0.194,2,75,77,Medium Activity
2089,2011-04-01,Summer,2011,Apr,21,0,Fri,Weekday,Clear,0.32,0.3333,0.53,0.1343,9,84,93,Medium Activity
2090,2011-04-01,Summer,2011,Apr,22,0,Fri,Weekday,Clear,0.3,0.303,0.56,0.1642,10,64,74,Medium Activity
2091,2011-04-01,Summer,2011,Apr,23,0,Fri,Weekday,Clear,0.3,0.3182,0.61,0.0896,12,41,53,Medium Activity
2092,2011-04-02,Summer,2011,Apr,0,0,Sat,Weekend,Misty,0.3,0.3333,0.61,0.0,3,29,32,Low Activity
2093,2011-04-02,Summer,2011,Apr,1,0,Sat,Weekend,Clear,0.26,0.2727,0.65,0.1343,4,28,32,Low Activity
2094,2011-04-02,Summer,2011,Apr,2,0,Sat,Weekend,Clear,0.24,0.2424,0.75,0.1343,1,20,21,Low Activity
2095,2011-04-02,Summer,2011,Apr,3,0,Sat,Weekend,Clear,0.24,0.2424,0.7,0.1642,1,8,9,Low Activity
2096,2011-04-02,Summer,2011,Apr,4,0,Sat,Weekend,Clear,0.24,0.2424,0.7,0.1642,0,5,5,Low Activity
2097,2011-04-02,Summer,2011,Apr,5,0,Sat,Weekend,Misty,0.24,0.2424,0.75,0.1642,1,4,5,Low Activity
2098,2011-04-02,Summer,2011,Apr,6,0,Sat,Weekend,Clear,0.26,0.2727,0.7,0.1045,5,7,12,Low Activity
2099,2011-04-02,Summer,2011,Apr,7,0,Sat,Weekend,Misty,0.26,0.2727,0.7,0.1045,2,16,18,Low Activity
2100,2011-04-02,Summer,2011,Apr,8,0,Sat,Weekend,Clear,0.3,0.3182,0.7,0.1045,10,45,55,Medium Activity
2101,2011-04-02,Summer,2011,Apr,9,0,Sat,Weekend,Misty,0.34,0.3485,0.66,0.1045,22,65,87,Medium Activity
2102,2011-04-02,Summer,2011,Apr,10,0,Sat,Weekend,Misty,0.36,0.3485,0.57,0.1642,41,113,154,Medium Activity
2103,2011-04-02,Summer,2011,Apr,11,0,Sat,Weekend,Misty,0.4,0.4091,0.47,0.1642,72,126,198,Medium Activity
2104,2011-04-02,Summer,2011,Apr,12,0,Sat,Weekend,Light_rain,0.32,0.3333,0.81,0.1343,84,100,184,Medium Activity
2105,2011-04-02,Summer,2011,Apr,13,0,Sat,Weekend,Clear,0.34,0.3333,0.81,0.1343,56,81,137,Medium Activity
2106,2011-04-02,Summer,2011,Apr,14,0,Sat,Weekend,Light_rain,0.32,0.303,0.76,0.3284,97,93,190,Medium Activity
2107,2011-04-02,Summer,2011,Apr,15,0,Sat,Weekend,Light_rain,0.34,0.303,0.76,0.3881,72,64,136,Medium Activity
2108,2011-04-02,Summer,2011,Apr,16,0,Sat,Weekend,Clear,0.38,0.3939,0.62,0.3284,111,85,196,Medium Activity
2109,2011-04-02,Summer,2011,Apr,17,0,Sat,Weekend,Clear,0.38,0.3939,0.54,0.3582,89,95,184,Medium Activity
2110,2011-04-02,Summer,2011,Apr,18,0,Sat,Weekend,Clear,0.38,0.3939,0.54,0.194,69,110,179,Medium Activity
2111,2011-04-02,Summer,2011,Apr,19,0,Sat,Weekend,Clear,0.36,0.3333,0.53,0.3582,71,77,148,Medium Activity
2112,2011-04-02,Summer,2011,Apr,20,0,Sat,Weekend,Clear,0.34,0.3182,0.53,0.2836,29,56,85,Medium Activity
2113,2011-04-02,Summer,2011,Apr,21,0,Sat,Weekend,Clear,0.32,0.303,0.61,0.2537,24,53,77,Medium Activity
2114,2011-04-02,Summer,2011,Apr,22,0,Sat,Weekend,Clear,0.32,0.303,0.61,0.2985,14,41,55,Medium Activity
2115,2011-04-02,Summer,2011,Apr,23,0,Sat,Weekend,Clear,0.32,0.3182,0.61,0.1642,20,33,53,Medium Activity
2116,2011-04-03,Summer,2011,Apr,0,0,Sun,Weekend,Clear,0.3,0.2879,0.65,0.194,8,31,39,Low Activity
2117,2011-04-03,Summer,2011,Apr,1,0,Sun,Weekend,Clear,0.3,0.3182,0.61,0.1045,8,26,34,Low Activity
2118,2011-04-03,Summer,2011,Apr,2,0,Sun,Weekend,Clear,0.26,0.2727,0.7,0.1343,5,19,24,Low Activity
2119,2011-04-03,Summer,2011,Apr,3,0,Sun,Weekend,Clear,0.3,0.3333,0.61,0.0,3,8,11,Low Activity
2120,2011-04-03,Summer,2011,Apr,4,0,Sun,Weekend,Clear,0.28,0.303,0.7,0.0896,3,0,3,Low Activity
2121,2011-04-03,Summer,2011,Apr,5,0,Sun,Weekend,Clear,0.28,0.2727,0.65,0.2239,1,4,5,Low Activity
2122,2011-04-03,Summer,2011,Apr,6,0,Sun,Weekend,Clear,0.28,0.2727,0.65,0.194,10,23,33,Low Activity
2123,2011-04-03,Summer,2011,Apr,7,0,Sun,Weekend,Clear,0.32,0.303,0.57,0.2239,13,20,33,Low Activity
2124,2011-04-03,Summer,2011,Apr,8,0,Sun,Weekend,Clear,0.34,0.3333,0.57,0.1642,18,44,62,Medium Activity
2125,2011-04-03,Summer,2011,Apr,9,0,Sun,Weekend,Clear,0.36,0.3182,0.5,0.4925,68,74,142,Medium Activity
2126,2011-04-03,Summer,2011,Apr,10,0,Sun,Weekend,Clear,0.4,0.4091,0.43,0.4179,111,104,215,Medium Activity
2127,2011-04-03,Summer,2011,Apr,11,0,Sun,Weekend,Clear,0.42,0.4242,0.41,0.2537,139,104,243,Medium Activity
2128,2011-04-03,Summer,2011,Apr,12,0,Sun,Weekend,Clear,0.44,0.4394,0.38,0.2836,166,147,313,High Activity
2129,2011-04-03,Summer,2011,Apr,13,0,Sun,Weekend,Clear,0.44,0.4394,0.33,0.2985,219,148,367,High Activity
2130,2011-04-03,Summer,2011,Apr,14,0,Sun,Weekend,Clear,0.46,0.4545,0.31,0.1343,240,109,349,High Activity
2131,2011-04-03,Summer,2011,Apr,15,0,Sun,Weekend,Misty,0.46,0.4545,0.33,0.0,174,118,292,High Activity
2132,2011-04-03,Summer,2011,Apr,16,0,Sun,Weekend,Misty,0.46,0.4545,0.31,0.194,147,156,303,High Activity
2133,2011-04-03,Summer,2011,Apr,17,0,Sun,Weekend,Misty,0.46,0.4545,0.28,0.1343,148,126,274,Medium Activity
2134,2011-04-03,Summer,2011,Apr,18,0,Sun,Weekend,Misty,0.46,0.4545,0.31,0.0,71,101,172,Medium Activity
2135,2011-04-03,Summer,2011,Apr,19,0,Sun,Weekend,Misty,0.42,0.4242,0.44,0.194,51,93,144,Medium Activity
2136,2011-04-03,Summer,2011,Apr,20,0,Sun,Weekend,Light_rain,0.42,0.4242,0.41,0.2239,24,55,79,Medium Activity
2137,2011-04-03,Summer,2011,Apr,21,0,Sun,Weekend,Misty,0.42,0.4242,0.44,0.2239,8,37,45,Medium Activity
2138,2011-04-03,Summer,2011,Apr,22,0,Sun,Weekend,Clear,0.4,0.4091,0.43,0.1045,7,29,36,Low Activity
2139,2011-04-03,Summer,2011,Apr,23,0,Sun,Weekend,Clear,0.4,0.4091,0.5,0.0896,9,22,31,Low Activity
2140,2011-04-04,Summer,2011,Apr,0,0,Mon,Weekday,Clear,0.4,0.4091,0.5,0.2239,1,5,6,Low Activity
2141,2011-04-04,Summer,2011,Apr,1,0,Mon,Weekday,Clear,0.4,0.4091,0.56,0.3582,7,4,11,Low Activity
2142,2011-04-04,Summer,2011,Apr,2,0,Mon,Weekday,Clear,0.38,0.3939,0.66,0.2537,1,1,2,Low Activity
2143,2011-04-04,Summer,2011,Apr,3,0,Mon,Weekday,Clear,0.38,0.3939,0.66,0.2836,1,0,1,Low Activity
2144,2011-04-04,Summer,2011,Apr,4,0,Mon,Weekday,Clear,0.38,0.3939,0.71,0.2985,1,1,2,Low Activity
2145,2011-04-04,Summer,2011,Apr,5,0,Mon,Weekday,Clear,0.4,0.4091,0.62,0.2537,0,7,7,Low Activity
2146,2011-04-04,Summer,2011,Apr,6,0,Mon,Weekday,Clear,0.42,0.4242,0.58,0.2836,3,43,46,Medium Activity
2147,2011-04-04,Summer,2011,Apr,7,0,Mon,Weekday,Misty,0.44,0.4394,0.54,0.2537,7,150,157,Medium Activity
2148,2011-04-04,Summer,2011,Apr,8,0,Mon,Weekday,Misty,0.46,0.4545,0.55,0.2985,31,308,339,High Activity
2149,2011-04-04,Summer,2011,Apr,9,0,Mon,Weekday,Misty,0.5,0.4848,0.51,0.3881,24,134,158,Medium Activity
2150,2011-04-04,Summer,2011,Apr,10,0,Mon,Weekday,Misty,0.54,0.5152,0.45,0.3582,35,55,90,Medium Activity
2151,2011-04-04,Summer,2011,Apr,11,0,Mon,Weekday,Clear,0.6,0.6212,0.4,0.3881,58,66,124,Medium Activity
2152,2011-04-04,Summer,2011,Apr,12,0,Mon,Weekday,Clear,0.64,0.6212,0.36,0.4627,59,98,157,Medium Activity
2153,2011-04-04,Summer,2011,Apr,13,0,Mon,Weekday,Clear,0.68,0.6364,0.34,0.3284,47,92,139,Medium Activity
2154,2011-04-04,Summer,2011,Apr,14,0,Mon,Weekday,Misty,0.74,0.6515,0.27,0.4925,47,76,123,Medium Activity
2155,2011-04-04,Summer,2011,Apr,15,0,Mon,Weekday,Clear,0.76,0.6667,0.23,0.5522,47,96,143,Medium Activity
2156,2011-04-04,Summer,2011,Apr,16,0,Mon,Weekday,Clear,0.76,0.6515,0.22,0.5224,59,130,189,Medium Activity
2157,2011-04-04,Summer,2011,Apr,17,0,Mon,Weekday,Clear,0.74,0.6515,0.23,0.6119,83,283,366,High Activity
2158,2011-04-04,Summer,2011,Apr,18,0,Mon,Weekday,Misty,0.72,0.6364,0.23,0.4925,78,308,386,High Activity
2159,2011-04-04,Summer,2011,Apr,19,0,Mon,Weekday,Clear,0.7,0.6364,0.24,0.4627,51,227,278,Medium Activity
2160,2011-04-04,Summer,2011,Apr,20,0,Mon,Weekday,Misty,0.7,0.6364,0.24,0.5522,40,133,173,Medium Activity
2161,2011-04-04,Summer,2011,Apr,21,0,Mon,Weekday,Misty,0.7,0.6364,0.3,0.4478,19,76,95,Medium Activity
2162,2011-04-04,Summer,2011,Apr,22,0,Mon,Weekday,Misty,0.68,0.6364,0.36,0.4627,17,58,75,Medium Activity
2163,2011-04-04,Summer,2011,Apr,23,0,Mon,Weekday,Misty,0.64,0.6212,0.47,0.2239,18,30,48,Medium Activity
2164,2011-04-05,Summer,2011,Apr,0,0,Tue,Weekday,Clear,0.62,0.6212,0.5,0.1045,10,12,22,Low Activity
2165,2011-04-05,Summer,2011,Apr,1,0,Tue,Weekday,Light_rain,0.62,0.6212,0.57,0.4179,10,5,15,Low Activity
2166,2011-04-05,Summer,2011,Apr,2,0,Tue,Weekday,Misty,0.54,0.5152,0.73,0.3284,0,5,5,Low Activity
2167,2011-04-05,Summer,2011,Apr,3,0,Tue,Weekday,Misty,0.54,0.5152,0.73,0.3284,1,3,4,Low Activity
2168,2011-04-05,Summer,2011,Apr,4,0,Tue,Weekday,Light_rain,0.5,0.4848,0.88,0.4925,0,2,2,Low Activity
2169,2011-04-05,Summer,2011,Apr,5,0,Tue,Weekday,Light_rain,0.46,0.4545,0.94,0.2985,0,5,5,Low Activity
2170,2011-04-05,Summer,2011,Apr,6,0,Tue,Weekday,Misty,0.48,0.4697,0.88,0.3284,2,36,38,Low Activity
2171,2011-04-05,Summer,2011,Apr,7,0,Tue,Weekday,Misty,0.48,0.4697,0.88,0.3284,10,124,134,Medium Activity
2172,2011-04-05,Summer,2011,Apr,8,0,Tue,Weekday,Light_rain,0.38,0.3939,0.87,0.5821,9,148,157,Medium Activity
2173,2011-04-05,Summer,2011,Apr,9,0,Tue,Weekday,Light_rain,0.36,0.3182,0.87,0.4925,2,44,46,Medium Activity
2174,2011-04-05,Summer,2011,Apr,10,0,Tue,Weekday,Light_rain,0.34,0.303,0.81,0.3881,3,25,28,Low Activity
2175,2011-04-05,Summer,2011,Apr,11,0,Tue,Weekday,Light_rain,0.32,0.2879,0.81,0.4478,1,18,19,Low Activity
2176,2011-04-05,Summer,2011,Apr,12,0,Tue,Weekday,Misty,0.34,0.303,0.71,0.3881,6,32,38,Low Activity
2177,2011-04-05,Summer,2011,Apr,13,0,Tue,Weekday,Misty,0.36,0.3333,0.63,0.4179,5,51,56,Medium Activity
2178,2011-04-05,Summer,2011,Apr,14,0,Tue,Weekday,Misty,0.36,0.3182,0.57,0.4925,9,67,76,Medium Activity
2179,2011-04-05,Summer,2011,Apr,15,0,Tue,Weekday,Clear,0.4,0.4091,0.46,0.4627,6,62,68,Medium Activity
2180,2011-04-05,Summer,2011,Apr,16,0,Tue,Weekday,Clear,0.38,0.3939,0.46,0.4179,17,113,130,Medium Activity
2181,2011-04-05,Summer,2011,Apr,17,0,Tue,Weekday,Clear,0.42,0.4242,0.38,0.4179,27,246,273,Medium Activity
2182,2011-04-05,Summer,2011,Apr,18,0,Tue,Weekday,Clear,0.38,0.3939,0.4,0.4925,19,248,267,Medium Activity
2183,2011-04-05,Summer,2011,Apr,19,0,Tue,Weekday,Clear,0.36,0.3333,0.43,0.2985,12,148,160,Medium Activity
2184,2011-04-05,Summer,2011,Apr,20,0,Tue,Weekday,Clear,0.34,0.3182,0.46,0.2836,4,87,91,Medium Activity
2185,2011-04-05,Summer,2011,Apr,21,0,Tue,Weekday,Clear,0.34,0.2879,0.46,0.5224,8,81,89,Medium Activity
2186,2011-04-05,Summer,2011,Apr,22,0,Tue,Weekday,Clear,0.32,0.303,0.49,0.2985,3,43,46,Medium Activity
2187,2011-04-05,Summer,2011,Apr,23,0,Tue,Weekday,Clear,0.3,0.2879,0.49,0.2836,3,23,26,Low Activity
2188,2011-04-06,Summer,2011,Apr,0,0,Wed,Weekday,Clear,0.3,0.3182,0.49,0.1045,0,15,15,Low Activity
2189,2011-04-06,Summer,2011,Apr,1,0,Wed,Weekday,Clear,0.26,0.2727,0.6,0.1343,0,2,2,Low Activity
2190,2011-04-06,Summer,2011,Apr,2,0,Wed,Weekday,Clear,0.24,0.2424,0.7,0.1343,0,5,5,Low Activity
2191,2011-04-06,Summer,2011,Apr,3,0,Wed,Weekday,Clear,0.26,0.2727,0.6,0.1343,0,4,4,Low Activity
2192,2011-04-06,Summer,2011,Apr,4,0,Wed,Weekday,Clear,0.24,0.2424,0.65,0.1343,0,1,1,Low Activity
2193,2011-04-06,Summer,2011,Apr,5,0,Wed,Weekday,Clear,0.24,0.2576,0.7,0.1045,1,12,13,Low Activity
2194,2011-04-06,Summer,2011,Apr,6,0,Wed,Weekday,Clear,0.24,0.2576,0.7,0.1045,4,52,56,Medium Activity
2195,2011-04-06,Summer,2011,Apr,7,0,Wed,Weekday,Clear,0.26,0.2727,0.65,0.1045,3,130,133,Medium Activity
2196,2011-04-06,Summer,2011,Apr,8,0,Wed,Weekday,Clear,0.32,0.303,0.61,0.2239,17,308,325,High Activity
2197,2011-04-06,Summer,2011,Apr,9,0,Wed,Weekday,Clear,0.36,0.3333,0.46,0.2537,8,157,165,Medium Activity
2198,2011-04-06,Summer,2011,Apr,10,0,Wed,Weekday,Clear,0.4,0.4091,0.37,0.3881,21,48,69,Medium Activity
2199,2011-04-06,Summer,2011,Apr,11,0,Wed,Weekday,Clear,0.42,0.4242,0.38,0.3881,23,70,93,Medium Activity
2200,2011-04-06,Summer,2011,Apr,12,0,Wed,Weekday,Clear,0.44,0.4394,0.41,0.2537,22,112,134,Medium Activity
2201,2011-04-06,Summer,2011,Apr,13,0,Wed,Weekday,Clear,0.46,0.4545,0.38,0.4925,29,83,112,Medium Activity
2202,2011-04-06,Summer,2011,Apr,14,0,Wed,Weekday,Clear,0.5,0.4848,0.34,0.4179,35,80,115,Medium Activity
2203,2011-04-06,Summer,2011,Apr,15,0,Wed,Weekday,Clear,0.52,0.5,0.32,0.3284,34,83,117,Medium Activity
2204,2011-04-06,Summer,2011,Apr,16,0,Wed,Weekday,Clear,0.54,0.5152,0.28,0.4179,27,142,169,Medium Activity
2205,2011-04-06,Summer,2011,Apr,17,0,Wed,Weekday,Clear,0.52,0.5,0.32,0.4478,53,303,356,High Activity
2206,2011-04-06,Summer,2011,Apr,18,0,Wed,Weekday,Clear,0.52,0.5,0.29,0.3582,43,282,325,High Activity
2207,2011-04-06,Summer,2011,Apr,19,0,Wed,Weekday,Clear,0.5,0.4848,0.31,0.2985,36,196,232,Medium Activity
2208,2011-04-06,Summer,2011,Apr,20,0,Wed,Weekday,Clear,0.46,0.4545,0.51,0.2239,15,126,141,Medium Activity
2209,2011-04-06,Summer,2011,Apr,21,0,Wed,Weekday,Clear,0.46,0.4545,0.41,0.2836,18,84,102,Medium Activity
2210,2011-04-06,Summer,2011,Apr,22,0,Wed,Weekday,Clear,0.46,0.4545,0.41,0.2836,13,71,84,Medium Activity
2211,2011-04-06,Summer,2011,Apr,23,0,Wed,Weekday,Clear,0.46,0.4545,0.41,0.2985,11,29,40,Medium Activity
